"Gilt Name","Close of Business Date","ISIN","Type","Coupon","Maturity","Clean Price","Dirty Price","Yield","Mod Duration","Accrued Interest"
"UKT 0.125 01/26","01/12/2023","GB00BL68HJ26","Conventional","0.125","30/01/2026","91.584","91.627139","4.253544","2.106767","0.043139"
"UKT 1.5 07/26","01/12/2023","GB00BYZW3G56","Conventional","1.500","22/07/2026","93.317","93.867272","4.207156","2.522116","0.550272"
"UKT 0.375 10/26","01/12/2023","GB00BNNGP668","Conventional","0.375","22/10/2026","89.764","89.808057","4.181175","2.808795","0.044057"
"UKT 4.125 01/27","01/12/2023","GB00BL6C7720","Conventional","4.125","29/01/2027","99.679","101.113783","4.233285","2.885484","1.434783"
"UKT 1.25 07/27","01/12/2023","GB00BDRHNP05","Conventional","1.250","22/07/2027","90.637","91.095560","4.046764","3.471074","0.458560"
"UKT 4.25 12/27","01/12/2023","GB00B16NNR78","Conventional","4.250","07/12/2027","100.681","100.646164","4.064264","3.655557","-0.034836"
"UKT 0.125 01/28","01/12/2023","GB00BMBL1G81","Conventional","0.125","31/01/2028","85.219","85.261799","4.021130","4.063385","0.042799"
"UKT 4.5 06/28","01/12/2023","GB00BMF9LG83","Conventional","4.500","07/06/2028","101.580","101.543115","4.112547","4.052020","-0.036885"
"UKT 1.625 10/28","01/12/2023","GB00BFX0ZL78","Conventional","1.625","22/10/2028","89.703","89.893915","3.965130","4.601003","0.190915"
"UKT 6 12/28","01/12/2023","GB0002404191","Conventional","6.000","07/12/2028","108.847","108.797820","4.031586","4.343632","-0.049180"
"UKT 0.5 01/29","01/12/2023","GB00BLPK7227","Conventional","0.500","31/01/2029","83.641","83.812196","4.046008","4.980012","0.171196"
"UKT 0.875 10/29","01/12/2023","GB00BJMHB534","Conventional","0.875","22/10/2029","83.939","84.041801","3.962549","5.612577","0.102801"
"UKT 0.375 10/30","01/12/2023","GB00BL68HH02","Conventional","0.375","22/10/2030","78.339","78.383057","4.007369","6.650052","0.044057"
"UKT 4.75 12/30","01/12/2023","GB00B24FF097","Conventional","4.750","07/12/2030","104.451","104.412066","4.015098","5.950170","-0.038934"
"UKT 0.25 07/31","01/12/2023","GB00BMGR2809","Conventional","0.250","31/07/2031","75.204","75.289598","4.048240","7.417091","0.085598"
"UKT 1 01/32","01/12/2023","GB00BM8Z2T38","Conventional","1.000","31/01/2032","78.729","79.071391","4.093210","7.614503","0.342391"
"UKT 4.25 06/32","01/12/2023","GB0004893086","Conventional","4.250","07/06/2032","101.362","101.327164","4.059135","7.096694","-0.034836"
"UKT 3.25 01/33","01/12/2023","GB00BMV7TC88","Conventional","3.250","31/01/2033","93.180","94.292772","4.152422","7.689802","1.112772"
"UKT 0.875 07/33","01/12/2023","GB00BM8Z2S21","Conventional","0.875","31/07/2033","73.978","74.277592","4.176892","8.976881","0.299592"
"UKT 4.625 01/34","01/12/2023","GB00BPJJKN53","Conventional","4.625","31/01/2034","103.150","103.816101","4.240197","8.030556","0.666101"
"UKT 4.5 09/34","01/12/2023","GB00B52WS153","Conventional","4.500","07/09/2034","102.130","103.217912","4.250555","8.402911","1.087912"
"UKT 0.625 07/35","01/12/2023","GB00BMGR2916","Conventional","0.625","31/07/2035","66.540","66.753995","4.305647","10.870938","0.213995"
"UKT 4.25 03/36","01/12/2023","GB0032452392","Conventional","4.250","07/03/2036","99.310","100.337473","4.322503","9.369073","1.027473"
"UKT 1.75 09/37","01/12/2023","GB00BZB26Y51","Conventional","1.750","07/09/2037","72.540","72.963077","4.438027","11.629096","0.423077"
"UKT 3.75 01/38","01/12/2023","GB00BQC4R999","Conventional","3.750","29/01/2038","92.320","93.624348","4.488607","10.572210","1.304348"
"UKT 4.75 12/38","01/12/2023","GB00B00NY175","Conventional","4.750","07/12/2038","102.870","102.831066","4.485223","10.728303","-0.038934"
"UKT 1.125 01/39","01/12/2023","GB00BLPK7334","Conventional","1.125","31/01/2039","62.990","63.375190","4.525467","13.187893","0.385190"
"UKT 4.25 09/39","01/12/2023","GB00B3KJDS62","Conventional","4.250","07/09/2039","96.750","97.777473","4.540451","11.190332","1.027473"
"UKT 4.25 12/40","01/12/2023","GB00B6460505","Conventional","4.250","07/12/2040","96.080","96.045164","4.584430","11.899059","-0.034836"
"UKT 1.25 10/41","01/12/2023","GB00BJQWYH73","Conventional","1.250","22/10/2041","59.620","59.766858","4.582549","14.991038","0.146858"
"UKT 4.5 12/42","01/12/2023","GB00B1VWPJ53","Conventional","4.500","07/12/2042","98.440","98.403115","4.624278","12.629504","-0.036885"
"UKT 4.75 10/43","01/12/2023","GB00BPJJKP77","Conventional","4.750","22/10/2043","101.150","101.383607","4.660713","12.791878","0.233607"
"UKT 3.25 01/44","01/12/2023","GB00B84Z9V04","Conventional","3.250","22/01/2044","81.540","82.732255","4.674721","13.745429","1.192255"
"UKT 3.5 01/45","01/12/2023","GB00BN65R313","Conventional","3.500","22/01/2045","84.180","85.463967","4.687359","13.937777","1.283967"
"UKT 0.875 01/46","01/12/2023","GB00BNNGP775","Conventional","0.875","31/01/2046","48.120","48.419592","4.651475","18.445338","0.299592"
"UKT 4.25 12/46","01/12/2023","GB00B128DP45","Conventional","4.250","07/12/2046","93.890","93.855164","4.686837","14.283388","-0.034836"
"UKT 1.5 07/47","01/12/2023","GB00BDCHBW80","Conventional","1.500","22/07/2047","54.890","55.440272","4.672876","17.726059","0.550272"
"UKT 1.75 01/49","01/12/2023","GB00BFWFPP71","Conventional","1.750","22/01/2049","57.160","57.801984","4.661109","17.894552","0.641984"
"UKT 4.25 12/49","01/12/2023","GB00B39R3707","Conventional","4.250","07/12/2049","93.430","93.395164","4.689886","15.257096","-0.034836"
"UKT 0.625 10/50","01/12/2023","GB00BMBL1F74","Conventional","0.625","22/10/2050","38.910","38.983429","4.613945","22.418676","0.073429"
"UKT 1.25 07/51","01/12/2023","GB00BLH38158","Conventional","1.250","31/07/2051","47.490","47.917989","4.639323","20.302919","0.427989"
"UKT 3.75 07/52","01/12/2023","GB00B6RNH572","Conventional","3.750","22/07/2052","85.600","86.975679","4.666360","16.202561","1.375679"
"UKT 1.5 07/53","01/12/2023","GB00BM8Z2V59","Conventional","1.500","31/07/2053","49.730","50.243587","4.635866","20.347974","0.513587"
"UKT 3.75 10/53","01/12/2023","GB00BPCJD997","Conventional","3.750","22/10/2053","85.050","85.490574","4.684322","16.688051","0.440574"
"UKT 1.625 10/54","01/12/2023","GB00BJLR0J16","Conventional","1.625","22/10/2054","50.930","51.120915","4.625697","20.568062","0.190915"
"UKT 4.25 12/55","01/12/2023","GB00B06YGN05","Conventional","4.250","07/12/2055","93.350","93.315164","4.651489","16.882805","-0.034836"
"UKT 1.75 07/57","01/12/2023","GB00BD0XH204","Conventional","1.750","22/07/2057","51.880","52.521984","4.561893","20.964449","0.641984"
"UKT 4 01/60","01/12/2023","GB00B54QLM75","Conventional","4.000","22/01/2060","89.830","91.297391","4.578004","17.784550","1.467391"
"UKT 0.5 10/61","01/12/2023","GB00BMBL1D50","Conventional","0.500","22/10/2061","28.860","28.918743","4.346585","29.610662","0.058743"
"UKT 4 10/63","01/12/2023","GB00BMF9LF76","Conventional","4.000","22/10/2063","89.550","90.019945","4.571825","18.648764","0.469945"
"UKT 2.5 07/65","01/12/2023","GB00BYYMZX75","Conventional","2.500","22/07/2065","62.440","63.357120","4.506205","20.868845","0.917120"
"UKT 3.5 07/68","01/12/2023","GB00BBJNQY21","Conventional","3.500","22/07/2068","80.810","82.093967","4.500808","19.782279","1.283967"
"UKT 1.625 10/71","01/12/2023","GB00BFMCN652","Conventional","1.625","22/10/2071","45.450","45.640915","4.339735","24.707575","0.190915"
"UKT 1.125 10/73","01/12/2023","GB00BLBDX619","Conventional","1.125","22/10/2073","35.730","35.862172","4.226163","27.794800","0.132172"
"UKGI 0.125 03/24","01/12/2023","GB00B85SFQ54","Index-linked","0.125","22/03/2024","98.995","154.539631","3.527976","0.294260","0.039124"
"UKGI 0.125 03/26","01/12/2023","GB00BYY5F144","Index-linked","0.125","22/03/2026","98.230","143.950553","0.904506","2.285955","0.036727"
"UKGI 1.25 11/27","01/12/2023","GB00B128DH60","Index-linked","1.250","22/11/2027","103.126","201.129632","0.453983","3.873987","0.080339"
"UKGI 0.125 08/28","01/12/2023","GB00BZ1NTB69","Index-linked","0.125","10/08/2028","98.589","133.634581","0.429549","4.660607","0.053387"
"UKGI 0.125 03/29","01/12/2023","GB00B3Y1JG82","Index-linked","0.125","22/03/2029","97.923","156.086124","0.522891","5.268293","0.039948"
"UKGI 0.125 08/31","01/12/2023","GB00BNNGP551","Index-linked","0.125","10/08/2031","97.559","125.767253","0.448500","7.629680","0.050774"
"UKGI 1.25 11/32","01/12/2023","GB00B3D4VD98","Index-linked","1.250","22/11/2032","106.037","184.835975","0.558802","8.500338","0.071804"
"UKTI 2.5 07/24","01/12/2023","GB0008983024","Index-linked","2.500","17/07/2024","381.340","384.994609","2.236749","0.606582","3.654609"
"UKTI 4.125 07/30","01/12/2023","GB0008932666","Index-linked","4.125","22/07/2030","339.871","344.074709","0.512289","5.875200","4.203709"
"UKGI 0.75 11/33","01/12/2023","GB00BMF9LJ15","Index-linked","0.750","22/11/2033","101.001","102.681537","0.646134","9.591176","0.025131"
"UKGI 0.75 03/34","01/12/2023","GB00B46CGH68","Index-linked","0.750","22/03/2034","100.200","163.488884","0.729791","9.880746","0.245048"
"UKTI 2 01/35","01/12/2023","GB0031790826","Index-linked","2.000","26/01/2035","241.060","242.599155","0.813120","10.018877","1.539155"
"UKGI 0.125 11/36","01/12/2023","GB00BYZW3J87","Index-linked","0.125","22/11/2036","90.730","132.022683","0.883181","12.802846","0.005996"
"UKGI 1.125 11/37","01/12/2023","GB00B1L6W962","Index-linked","1.125","22/11/2037","102.090","191.052207","0.964688","12.910296","0.069381"
"UKGI 0.125 03/39","01/12/2023","GB00BLH38265","Index-linked","0.125","22/03/2039","86.230","109.980388","1.105789","15.056880","0.031964"
"UKGI 0.625 03/40","01/12/2023","GB00B3LZBF68","Index-linked","0.625","22/03/2040","92.400","161.675084","1.137124","15.373201","0.219020"
"UKGI 0.125 08/41","01/12/2023","GB00BGDYHF49","Index-linked","0.125","10/08/2041","83.360","112.669256","1.169293","17.362518","0.053231"
"UKGI 0.625 11/42","01/12/2023","GB00B3MYD345","Index-linked","0.625","22/11/2042","90.060","160.409235","1.213254","17.730240","0.036691"
"UKGI 0.125 03/44","01/12/2023","GB00B7RN0G65","Index-linked","0.125","22/03/2044","79.020","123.363267","1.304777","19.872494","0.039124"
"UKGI 0.625 03/45","01/12/2023","GB00BMF9LH90","Index-linked","0.625","22/03/2045","86.930","90.500123","1.331786","19.690787","0.130303"
"UKGI 0.125 03/46","01/12/2023","GB00BYMWG366","Index-linked","0.125","22/03/2046","76.550","112.384634","1.345773","21.786444","0.036792"
"UKGI 0.75 11/47","01/12/2023","GB00B24FFM16","Index-linked","0.750","22/11/2047","87.640","159.636588","1.355750","21.652654","0.045024"
"UKGI 0.125 08/48","01/12/2023","GB00BZ13DV40","Index-linked","0.125","10/08/2048","74.110","102.090380","1.363790","24.057387","0.054250"
"UKGI 0.5 03/50","01/12/2023","GB00B421JZ66","Index-linked","0.500","22/03/2050","80.800","143.429715","1.372151","24.238724","0.177779"
"UKGI 0.125 03/51","01/12/2023","GB00BNNGP882","Index-linked","0.125","22/03/2051","71.690","92.253547","1.371795","26.544079","0.032248"
"UKGI 0.25 03/52","01/12/2023","GB00B73ZYW09","Index-linked","0.250","22/03/2052","74.040","115.808071","1.357920","26.927444","0.078368"
"UKGI 1.25 11/55","01/12/2023","GB00B0CNHZ09","Index-linked","1.250","22/11/2055","97.640","192.283506","1.341016","26.181421","0.081119"
"UKGI 0.125 11/56","01/12/2023","GB00BYVP4K94","Index-linked","0.125","22/11/2056","68.270","97.517975","1.314068","31.904574","0.005886"
"UKGI 0.125 03/58","01/12/2023","GB00BP9DLZ64","Index-linked","0.125","22/03/2058","67.140","99.306912","1.319161","33.136922","0.037065"
"UKGI 0.375 03/62","01/12/2023","GB00B4PTCY75","Index-linked","0.375","22/03/2062","72.490","116.417086","1.287067","34.846406","0.120654"
"UKGI 0.125 11/65","01/12/2023","GB00BD9MZZ71","Index-linked","0.125","22/11/2065","64.110","93.140507","1.220348","40.280519","0.005987"
"UKGI 0.125 03/68","01/12/2023","GB00BDX8CX86","Index-linked","0.125","22/03/2068","63.540","96.313156","1.185324","42.419747","0.037984"
"UKGI 0.125 03/73","01/12/2023","GB00BM8Z2W66","Index-linked","0.125","22/03/2073","66.260","81.339071","0.991984","47.110083","0.030762"
"UKS  12/23","01/12/2023","GB0002442951","Strips","N/A","07/12/2023","99.957001","99.957001","5.233795","0.008216","N/A"
"UKS  03/24","01/12/2023","GB0030884562","Strips","N/A","07/03/2024","98.715565","98.715565","5.052328","0.254226","N/A"
"UKS  06/24","01/12/2023","GB0002443033","Strips","N/A","07/06/2024","97.566706","97.566706","4.894100","0.497189","N/A"
"UKS  09/24","01/12/2023","GB0030884679","Strips","N/A","07/09/2024","96.477391","96.477391","4.759636","0.740101","N/A"
"UKR  09/24","01/12/2023","GB00BLSNW788","Strips","N/A","07/09/2024","96.477391","96.477391","4.759636","0.740101","N/A"
"UKS  12/24","01/12/2023","GB0002443140","Strips","N/A","07/12/2024","95.435433","95.435433","4.688145","0.985105","N/A"
"UKR  03/25","01/12/2023","GB0030880701","Strips","N/A","07/03/2025","94.433521","94.433521","4.604109","1.229928","N/A"
"UKS  03/25","01/12/2023","GB0030884786","Strips","N/A","07/03/2025","94.433521","94.433521","4.604109","1.229928","N/A"
"UKS  06/25","01/12/2023","GB0002443256","Strips","N/A","07/06/2025","93.467663","93.467663","4.529702","1.474795","N/A"
"UKR  06/25","01/12/2023","GB00BK5H1X54","Strips","N/A","07/06/2025","93.467663","93.467663","4.529702","1.474795","N/A"
"UKS  09/25","01/12/2023","GB0030884893","Strips","N/A","07/09/2025","92.533228","92.533228","4.462696","1.719866","N/A"
"UKR  09/25","01/12/2023","GB00BWXBPL93","Strips","N/A","07/09/2025","92.533228","92.533228","4.462696","1.719866","N/A"
"UKS  12/25","01/12/2023","GB0002443363","Strips","N/A","07/12/2025","91.627353","91.627353","4.401915","1.964949","N/A"
"UKS  03/26","01/12/2023","GB0032727983","Strips","N/A","07/03/2026","90.746097","90.746097","4.346573","2.210208","N/A"
"UKS  06/26","01/12/2023","GB0002443470","Strips","N/A","07/06/2026","89.886989","89.886989","4.296236","2.455451","N/A"
"UKS  09/26","01/12/2023","GB0032728064","Strips","N/A","07/09/2026","89.046478","89.046478","4.250541","2.700842","N/A"
"UKS  12/26","01/12/2023","GB0002443587","Strips","N/A","07/12/2026","88.222405","88.222405","4.209276","2.946190","N/A"
"UKS  03/27","01/12/2023","GB0032728171","Strips","N/A","07/03/2027","87.411582","87.411582","4.172217","3.191660","N/A"
"UKS  06/27","01/12/2023","GB0002443694","Strips","N/A","07/06/2027","86.612174","86.612174","4.139222","3.437063","N/A"
"UKS  09/27","01/12/2023","GB0032728288","Strips","N/A","07/09/2027","85.821364","85.821364","4.110113","3.682563","N/A"
"UKS  12/27","01/12/2023","GB0002443702","Strips","N/A","07/12/2027","85.037670","85.037670","4.084764","3.927973","N/A"
"UKR  12/27","01/12/2023","GB00B1HYR000","Strips","N/A","07/12/2027","85.037670","85.037670","4.084764","3.927973","N/A"
"UKS  03/28","01/12/2023","GB0032728395","Strips","N/A","07/03/2028","84.258674","84.258674","4.063006","4.173458","N/A"
"UKS  06/28","01/12/2023","GB0002443819","Strips","N/A","07/06/2028","83.483284","83.483284","4.044701","4.418832","N/A"
"UKS  09/28","01/12/2023","GB0032728403","Strips","N/A","07/09/2028","82.709480","82.709480","4.029683","4.664264","N/A"
"UKS  12/28","01/12/2023","GB0002443926","Strips","N/A","07/12/2028","81.936548","81.936548","4.017804","4.909568","N/A"
"UKR  12/28","01/12/2023","GB0002444007","Strips","N/A","07/12/2028","81.936548","81.936548","4.017804","4.909568","N/A"
"UKS  03/29","01/12/2023","GB0032728510","Strips","N/A","07/03/2029","81.162835","81.162835","4.008899","5.154914","N/A"
"UKS  06/29","01/12/2023","GB0009140046","Strips","N/A","07/06/2029","80.387983","80.387983","4.002814","5.400118","N/A"
"UKS  09/29","01/12/2023","GB0032728627","Strips","N/A","07/09/2029","79.610679","79.610679","3.999386","5.645352","N/A"
"UKS  12/29","01/12/2023","GB0009140269","Strips","N/A","07/12/2029","78.830892","78.830892","3.998456","5.890434","N/A"
"UKS  03/30","01/12/2023","GB0032728734","Strips","N/A","07/03/2030","78.047618","78.047618","3.999866","6.135535","N/A"
"UKS  06/30","01/12/2023","GB0009140483","Strips","N/A","07/06/2030","77.261114","77.261114","4.003458","6.380477","N/A"
"UKS  09/30","01/12/2023","GB0032728841","Strips","N/A","07/09/2030","76.470635","76.470635","4.009078","6.625432","N/A"
"UKS  12/30","01/12/2023","GB0009140939","Strips","N/A","07/12/2030","75.676693","75.676693","4.016571","6.870223","N/A"
"UKR  12/30","01/12/2023","GB00B29WTS18","Strips","N/A","07/12/2030","75.676693","75.676693","4.016571","6.870223","N/A"
"UKS  03/31","01/12/2023","GB0032728957","Strips","N/A","07/03/2031","74.878773","74.878773","4.025792","7.115024","N/A"
"UKS  06/31","01/12/2023","GB0009141010","Strips","N/A","07/06/2031","74.077600","74.077600","4.036587","7.359657","N/A"
"UKS  09/31","01/12/2023","GB0032729039","Strips","N/A","07/09/2031","73.272833","73.272833","4.048824","7.604299","N/A"
"UKS  12/31","01/12/2023","GB0009141671","Strips","N/A","07/12/2031","72.465367","72.465367","4.062354","7.848774","N/A"
"UKS  03/32","01/12/2023","GB0032729146","Strips","N/A","07/03/2032","71.655000","71.655000","4.077056","8.093258","N/A"
"UKR  06/32","01/12/2023","GB0009139048","Strips","N/A","07/06/2032","70.842750","70.842750","4.092791","8.337577","N/A"
"UKS  06/32","01/12/2023","GB0009141895","Strips","N/A","07/06/2032","70.842750","70.842750","4.092791","8.337577","N/A"
"UKS  09/32","01/12/2023","GB0032729252","Strips","N/A","07/09/2032","70.028515","70.028515","4.109448","8.581907","N/A"
"UKS  12/32","01/12/2023","GB00B0125K93","Strips","N/A","07/12/2032","69.213400","69.213400","4.126900","8.826075","N/A"
"UKS  03/33","01/12/2023","GB0032729369","Strips","N/A","07/03/2033","68.397366","68.397366","4.145047","9.070259","N/A"
"UKS  06/33","01/12/2023","GB00B0125L01","Strips","N/A","07/06/2033","67.581569","67.581569","4.163772","9.314284","N/A"
"UKS  09/33","01/12/2023","GB0032729476","Strips","N/A","07/09/2033","66.766001","66.766001","4.182989","9.558330","N/A"
"UKS  12/33","01/12/2023","GB00B0125M18","Strips","N/A","07/12/2033","65.951833","65.951833","4.202592","9.802223","N/A"
"UKS  03/34","01/12/2023","GB0032729583","Strips","N/A","07/03/2034","65.139061","65.139061","4.222507","10.046142","N/A"
"UKS  06/34","01/12/2023","GB00B0125P49","Strips","N/A","07/06/2034","64.328843","64.328843","4.242640","10.289915","N/A"
"UKS  09/34","01/12/2023","GB0032729690","Strips","N/A","07/09/2034","63.521160","63.521160","4.262931","10.533719","N/A"
"UKR  09/34","01/12/2023","GB00B4JYZV64","Strips","N/A","07/09/2034","63.521160","63.521160","4.262931","10.533719","N/A"
"UKS  12/34","01/12/2023","GB00B0126284","Strips","N/A","07/12/2034","62.717140","62.717140","4.283295","10.777383","N/A"
"UKS  03/35","01/12/2023","GB0032729708","Strips","N/A","07/03/2035","61.916736","61.916736","4.303684","11.021085","N/A"
"UKS  06/35","01/12/2023","GB00B0126K68","Strips","N/A","07/06/2035","61.121037","61.121037","4.324023","11.264654","N/A"
"UKS  09/35","01/12/2023","GB0032729815","Strips","N/A","07/09/2035","60.329963","60.329963","4.344272","11.508267","N/A"
"UKS  12/35","01/12/2023","GB00B0127928","Strips","N/A","07/12/2035","59.544559","59.544559","4.364366","11.751752","N/A"
"UKR  03/36","01/12/2023","GB0032727876","Strips","N/A","07/03/2036","58.764712","58.764712","4.384271","11.995289","N/A"
"UKS  03/36","01/12/2023","GB0032729922","Strips","N/A","07/03/2036","58.764712","58.764712","4.384271","11.995289","N/A"
"UKS  06/36","01/12/2023","GB00B0127B43","Strips","N/A","07/06/2036","57.991420","57.991420","4.403931","12.238705","N/A"
"UKS  09/36","01/12/2023","GB00B61BCQ39","Strips","N/A","07/09/2036","57.224535","57.224535","4.423318","12.482179","N/A"
"UKS  12/36","01/12/2023","GB00B0126S45","Strips","N/A","07/12/2036","56.464994","56.464994","4.442381","12.725538","N/A"
"UKS  03/37","01/12/2023","GB00B61NZ372","Strips","N/A","07/03/2037","55.712611","55.712611","4.461102","12.968962","N/A"
"UKS  06/37","01/12/2023","GB00B0127L41","Strips","N/A","07/06/2037","54.968262","54.968262","4.479435","13.212279","N/A"
"UKS  09/37","01/12/2023","GB00B614YC20","Strips","N/A","07/09/2037","54.231722","54.231722","4.497367","13.455666","N/A"
"UKR  09/37","01/12/2023","GB00BZ4TGS74","Strips","N/A","07/09/2037","54.231722","54.231722","4.497367","13.455666","N/A"
"UKS  12/37","01/12/2023","GB00B0127N64","Strips","N/A","07/12/2037","53.503811","53.503811","4.514858","13.698953","N/A"
"UKS  03/38","01/12/2023","GB00B61NVB70","Strips","N/A","07/03/2038","52.784265","52.784265","4.531900","13.942316","N/A"
"UKS  06/38","01/12/2023","GB00B0127Q95","Strips","N/A","07/06/2038","52.073839","52.073839","4.548459","14.185584","N/A"
"UKS  09/38","01/12/2023","GB00B61LFW02","Strips","N/A","07/09/2038","51.372228","51.372228","4.564532","14.428935","N/A"
"UKR  12/38","01/12/2023","GB00B0125J88","Strips","N/A","07/12/2038","50.680123","50.680123","4.580091","14.672197","N/A"
"UKS  12/38","01/12/2023","GB00B0127W55","Strips","N/A","07/12/2038","50.680123","50.680123","4.580091","14.672197","N/A"
"UKS  03/39","01/12/2023","GB00B61HRJ92","Strips","N/A","07/03/2039","49.997183","49.997183","4.595135","14.915547","N/A"
"UKS  06/39","01/12/2023","GB00B0BDSR09","Strips","N/A","07/06/2039","49.324038","49.324038","4.609643","15.158813","N/A"
"UKR  09/39","01/12/2023","GB00B61LFT72","Strips","N/A","07/09/2039","48.660314","48.660314","4.623617","15.402173","N/A"
"UKS  09/39","01/12/2023","GB00B61NVD94","Strips","N/A","07/09/2039","48.660314","48.660314","4.623617","15.402173","N/A"
"UKS  12/39","01/12/2023","GB00B0BDSS16","Strips","N/A","07/12/2039","48.006582","48.006582","4.637041","15.645454","N/A"
"UKS  06/40","01/12/2023","GB00B0BDST23","Strips","N/A","07/06/2040","46.728401","46.728401","4.662240","16.132137","N/A"
"UKS  12/40","01/12/2023","GB00B0BDSV45","Strips","N/A","07/12/2040","45.489819","45.489819","4.685225","16.618881","N/A"
"UKR  12/40","01/12/2023","GB00B56HGD49","Strips","N/A","07/12/2040","45.489819","45.489819","4.685225","16.618881","N/A"
