"Gilt Name","Close of Business Date","ISIN","Type","Coupon","Maturity","Clean Price","Dirty Price","Yield","Mod Duration","Accrued Interest"
"UKS  06/40","17/11/2023","GB00B0BDST23","Strips","N/A","07/06/2040","47.422687","47.422687","4.560151","16.177587","N/A"
"UKS  12/40","17/11/2023","GB00B0BDSV45","Strips","N/A","07/12/2040","46.221670","46.221670","4.578796","16.664922","N/A"
"UKR  12/40","17/11/2023","GB00B56HGD49","Strips","N/A","07/12/2040","46.221670","46.221670","4.578796","16.664922","N/A"
"UKS  06/41","17/11/2023","GB00B0BDSW51","Strips","N/A","07/06/2041","45.059882","45.059882","4.595239","17.152352","N/A"
"UKS  12/41","17/11/2023","GB00B0BDSX68","Strips","N/A","07/12/2041","43.936889","43.936889","4.609535","17.639890","N/A"
"UKS  06/42","17/11/2023","GB00B0BDSY75","Strips","N/A","07/06/2042","42.852059","42.852059","4.621751","18.127543","N/A"
"UKS  12/42","17/11/2023","GB00B0BDSZ82","Strips","N/A","07/12/2042","41.804598","41.804598","4.631965","18.615320","N/A"
"UKR  12/42","17/11/2023","GB00B2494Q05","Strips","N/A","07/12/2042","41.804598","41.804598","4.631965","18.615320","N/A"
"UKS  06/43","17/11/2023","GB00B0BDT005","Strips","N/A","07/06/2043","40.793572","40.793572","4.640268","19.103228","N/A"
"UKS  12/43","17/11/2023","GB00B0BDT112","Strips","N/A","07/12/2043","39.817926","39.817926","4.646756","19.591269","N/A"
"UKS  06/44","17/11/2023","GB00B0BDT229","Strips","N/A","07/06/2044","38.876503","38.876503","4.651533","20.079447","N/A"
"UKS  12/44","17/11/2023","GB00B0BDT336","Strips","N/A","07/12/2044","37.968065","37.968065","4.654709","20.567763","N/A"
"UKS  06/45","17/11/2023","GB00B0BDT443","Strips","N/A","07/06/2045","37.091321","37.091321","4.656398","21.056217","N/A"
"UKS  12/45","17/11/2023","GB00B0BDT559","Strips","N/A","07/12/2045","36.244951","36.244951","4.656712","21.544808","N/A"
"UKS  06/46","17/11/2023","GB00B0BDT666","Strips","N/A","07/06/2046","35.427635","35.427635","4.655765","22.033533","N/A"
"UKS  12/46","17/11/2023","GB00B0BDT773","Strips","N/A","07/12/2046","34.638069","34.638069","4.653664","22.522390","N/A"
"UKR  12/46","17/11/2023","GB00B15F3H46","Strips","N/A","07/12/2046","34.638069","34.638069","4.653664","22.522390","N/A"
"UKS  06/47","17/11/2023","GB00B0BDT880","Strips","N/A","07/06/2047","33.874982","33.874982","4.650513","23.011375","N/A"
"UKS  12/47","17/11/2023","GB00B0BDT997","Strips","N/A","07/12/2047","33.137143","33.137143","4.646409","23.500484","N/A"
"UKS  06/48","17/11/2023","GB00B0BDTB14","Strips","N/A","07/06/2048","32.423374","32.423374","4.641444","23.989714","N/A"
"UKS  12/48","17/11/2023","GB00B0BDTC21","Strips","N/A","07/12/2048","31.732558","31.732558","4.635702","24.479060","N/A"
"UKS  06/49","17/11/2023","GB00B0BDTD38","Strips","N/A","07/06/2049","31.063635","31.063635","4.629259","24.968519","N/A"
"UKS  12/49","17/11/2023","GB00B0BDTF51","Strips","N/A","07/12/2049","30.415609","30.415609","4.622186","25.458088","N/A"
"UKR  12/49","17/11/2023","GB00B3FMYZ45","Strips","N/A","07/12/2049","30.415609","30.415609","4.622186","25.458088","N/A"
"UKS  06/50","17/11/2023","GB00B0BDTG68","Strips","N/A","07/06/2050","29.787545","29.787545","4.614546","25.947762","N/A"
"UKS  12/50","17/11/2023","GB00B0BDTH75","Strips","N/A","07/12/2050","29.178570","29.178570","4.606396","26.437539","N/A"
"UKS  06/51","17/11/2023","GB00B0BDTJ99","Strips","N/A","07/06/2051","28.587869","28.587869","4.597785","26.927416","N/A"
"UKS  12/51","17/11/2023","GB00B0BDTK05","Strips","N/A","07/12/2051","28.014689","28.014689","4.588757","27.417389","N/A"
"UKS  06/52","17/11/2023","GB00B0BDTL12","Strips","N/A","07/06/2052","27.458329","27.458329","4.579350","27.907458","N/A"
"UKS  12/52","17/11/2023","GB00B0BDTM29","Strips","N/A","07/12/2052","26.918140","26.918140","4.569598","28.397620","N/A"
"UKS  06/53","17/11/2023","GB00B0BDTN36","Strips","N/A","07/06/2053","26.393513","26.393513","4.559528","28.887873","N/A"
"UKS  12/53","17/11/2023","GB00B0BDTP59","Strips","N/A","07/12/2053","25.883882","25.883882","4.549167","29.378216","N/A"
"UKS  06/54","17/11/2023","GB00B0BDTQ66","Strips","N/A","07/06/2054","25.388711","25.388711","4.538537","29.868648","N/A"
"UKS  12/54","17/11/2023","GB00B0BDTR73","Strips","N/A","07/12/2054","24.907497","24.907497","4.527656","30.359169","N/A"
"UKS  06/55","17/11/2023","GB00B0BDTS80","Strips","N/A","07/06/2055","24.439766","24.439766","4.516542","30.849777","N/A"
"UKS  12/55","17/11/2023","GB00B0BDTT97","Strips","N/A","07/12/2055","23.985071","23.985071","4.505209","31.340471","N/A"
"UKR  12/55","17/11/2023","GB00B0BDTV10","Strips","N/A","07/12/2055","23.985071","23.985071","4.505209","31.340471","N/A"
